region_id,area_px,area_km2,fill_ratio,bbox_aspect,centroid_row,centroid_col,geo_x,geo_y,dist_from_centre_km,bbox_r0,bbox_c0,bbox_r1,bbox_c1,slope_mean_deg,slope_std_deg,slope_max_deg,roughness_mean_m,roughness_std_m,elev_mean_m,lola_valid_pct,pct_gt25,shadow_fraction,shadow_std,shadow_valid_px,dfsar_cpr_mean,dfsar_cpr_median,dfsar_cpr_std,dfsar_valid_pct,dfsar_cov_mean,minirf_s1_log_mean,minirf_s1_log_median,minirf_s1_log_std,minirf_valid_pct,minirf_cov_mean,m3_b09_750nm,m3_b22_1010nm,m3_b56_1818nm,m3_b61_2018nm,m3_b74_2537nm,m3_b81_2817nm,m3_b84_2936nm,m3_b85_2976nm,m3_valid_px,m3_valid_pct,grail_anom_context,grail_boug_context,psr_fraction,dist_to_psr_km,illumination_mean,illumination_min,qualification_status,disqualification_reason,BD1000,BD2000,OH_SPECTRAL_INDICATOR,ICE_SPECTRAL_INDICATOR,dfsar_ok,minirf_ok,radar_flag,dfsar_cpr_class,cpr_norm,s1_norm,Radar_Score,radar_data_source,ICE_SPECTRAL_INDICATOR_norm,OH_SPECTRAL_INDICATOR_norm,BD1000_norm,BD2000_norm,Science_Composite,Evidence_Convergence_Count,evidence_band,n_valid_spectral,rank_by_composite_only,rank
15598,417,0.260625,0.4572,2.53,2148.374101,3199.019185,34499.97962,-8233.852518,35.4695,2123,3191,2171,3210,9.5094,3.9306,24.5369,7.4629,2.275,-446.8354,1,0,0.7831,0.3559,417,0.412676,0.400739,0.136546,1,1,0.066314,0.06294,0.018467,1,1,0.001138,-0.002401,-0.002123,0.00075,0.001176,-0.00287,0.001139,-0.001894,417,1,127.1508,86.7202,0,14.935068,,,QUALIFIED,,3.109842,,3.440476,2.662862,TRUE,TRUE,BOTH,normal_low,0.520024399,0.097502762,0.308764,BOTH,0.119955,0.292025,0.218045,0,0.208825,4,HIGH_CONVERGENCE,3,11,1
9163,307,0.191875,0.6463,1.32,1395.560261,3221.140065,35053.00163,10586.49349,36.6171,1383,3213,1408,3232,6.8189,3.6544,18.0353,5.6308,2.3572,-1439.9092,1,0,0.4764,0.4626,307,0.21893,0.193128,0.080005,1,1,,,,0,0,-0.00045,7.40E-05,0.003901,-0.001347,0.003056,-0.002374,0.001021,-0.004162,307,1,31.5436,77.8519,0,2.102974,,,QUALIFIED,,,1.345296,1.776832,5.076396,TRUE,FALSE,CPR_ONLY,normal_low,0.250210981,,0.250211,CPR_ONLY,0.228678,0.150816,0,0.188987,0.192729,4,HIGH_CONVERGENCE,3,15,2
7446,166,0.10375,0.5425,1.06,1223.331325,1742.650602,-1909.23494,14892.21687,15.0135,1214,1736,1232,1753,6.6123,2.6115,17.5791,6.7946,2.2908,-1759.1475,1,0,0.1222,0.2888,166,0.31821,0.309211,0.080158,1,1,,,,0,0,0.001084,-0.004332,0.010156,0.002916,0.002625,-0.001895,-0.002389,-0.004944,166,1,85.0522,75.7671,0,9.28177,,,QUALIFIED,,4.99631,0.712879,1.721905,,TRUE,FALSE,CPR_ONLY,normal_low,0.388469712,,0.38847,CPR_ONLY,0,0.146154,0.350315,0.100145,0.190818,4,HIGH_CONVERGENCE,3,18,3
7454,136,0.085,0.5965,1.58,1229.022059,1671.779412,-3681.014706,14749.94853,15.2017,1221,1666,1240,1678,4.9878,3.1172,19.2114,4.5376,2.3041,-1924.3112,1,0,0.5794,0.4262,136,0.287318,0.275483,0.061102,1,1,,,,0,0,0.002288,0.001719,0.003296,0.001662,0.00466,-0.000203,0.001384,-0.00357,136,1,85.0522,75.7671,0,11.0619,,,QUALIFIED,,0.248689,0.495752,1.043562,3.57948,TRUE,FALSE,CPR_ONLY,normal_low,0.345449076,,0.345449,CPR_ONLY,0.161246,0.088577,0.017437,0.069643,0.178432,4,HIGH_CONVERGENCE,4,28,4
4071,565,0.353125,0.3219,1.15,833.8460177,1303.39823,-12890.54425,24629.34956,27.7981,815,1283,854,1328,9.9458,2.8066,18.849,8.4336,1.5981,-3648.4423,1,0,1,0,565,0.364601,0.338716,0.140639,0.39469,0.39469,0.051239,0.050062,0.005281,1,1,0.002819,7.00E-05,0.002908,-9.50E-05,0.001873,-0.004432,-0.005379,0.000729,565,1,-19.4926,68.1002,0,23.051301,,,QUALIFIED,,0.975168,1.032669,3.366257,,TRUE,TRUE,BOTH,normal_low,0.453074474,0.074304673,0.26369,BOTH,0,0.285726,0.068374,0.145069,0.157596,4,HIGH_CONVERGENCE,3,56,5
7584,342,0.21375,0.6465,1,1229.961988,1613.090643,-5148.233918,14726.45029,15.5998,1218,1602,1241,1625,8.0538,3.8842,18.4398,6.4922,2.3495,-1977.4414,1,0,0.2434,0.3877,342,0.185552,0.18787,0.038275,1,1,,,,0,0,0.009761,0.001527,0.004791,0.001958,0.003544,-0.000892,0.0014,-0.002041,342,1,85.0522,75.7671,0,12.209525,,,QUALIFIED,,0.843561,0.591317,1.251693,2.457857,TRUE,FALSE,CPR_ONLY,normal_low,0.203728307,,0.203728,CPR_ONLY,0.11072,0.106243,0.059146,0.083068,0.129804,4,HIGH_CONVERGENCE,4,116,6
1750,234,0.14625,0.5355,1.21,476.4230769,930.3461538,-22216.84615,33564.92308,40.2509,466,920,485,943,10.1921,3.6787,20.8798,8.3814,1.5002,-1291.3304,1,0,0.0855,0.2429,234,0.659946,0.660095,0.133892,0.123932,0.123932,0.108597,0.109221,0.012049,1,1,0.002361,0.003498,0.002214,0.001299,0.005081,-0.01459,-0.001074,-0.004936,234,1,35.9271,86.4979,0,25.025912,,,QUALIFIED,,-0.481576,0.413279,3.871482,,TRUE,TRUE,BOTH,typical,0.864376095,0.162569748,0.513473,BOTH,0,0.328609,0,0.058057,0.225569,3,MODERATE_CONVERGENCE,3,7,7
8991,490,0.30625,0.4446,1.31,1373.710204,1410.126531,-10222.33673,11132.7449,15.1133,1353,1399,1391,1428,4.4558,2.4147,13.5398,3.7174,1.7489,-2032.2881,1,0,0.9058,0.2626,490,,,,0,0,0.065632,0.064345,0.010232,1,1,0.005644,-0.00021,0.002346,-0.000362,0.001196,-0.010545,-0.006973,-0.008406,490,1,0.5626,56.8385,0,15.484508,,,QUALIFIED,,1.037208,1.154305,9.81689,,FALSE,TRUE,S1_ONLY,no_data,,0.09645327,0.096453,S1_ONLY,0,0.833251,0.072723,0.162157,0.219074,3,MODERATE_CONVERGENCE,3,8,8
10987,201,0.125625,0.6281,1.25,1563.835821,3166.402985,33684.57463,6379.604478,34.2838,1556,3158,1572,3178,5.8636,2.4608,18.1396,4.6902,1.3026,-1771.1849,1,0,1,0,201,0.161722,0.163341,0.022442,1,1,,,,0,0,0.001113,-0.014761,0.000748,-0.000591,0.002237,-0.001564,0.004388,0.000245,201,1,25.3927,84.5067,0,6.640783,,,QUALIFIED,,14.262354,,1.699151,0.944166,TRUE,FALSE,CPR_ONLY,normal_low,0.170542312,,0.170542,CPR_ONLY,0.042532,0.144223,1,0,0.192767,3,MODERATE_CONVERGENCE,3,14,9
19964,449,0.280625,0.6652,1.08,2696.679287,1944.231626,3130.290646,-21941.48218,22.1642,2685,1931,2710,1958,5.6865,2.9218,19.3654,4.9795,2.1213,229.6265,1,0,0.1088,0.2551,449,0.352996,0.346216,0.065054,1,1,0.059442,0.057224,0.019335,1,1,0.002022,0.007333,0.008939,0.001104,-0.00093,-0.004862,0.00132,-0.008527,449,1,147.9055,80.9548,0.024499,0,0.003553,2.40E-05,QUALIFIED,,-2.626607,0.876496,,7.459848,TRUE,TRUE,BOTH,normal_low,0.436913187,0.086927819,0.261921,BOTH,0.336046,0,0,0.12313,0.191703,3,MODERATE_CONVERGENCE,3,16,10
6912,133,0.083125,0.5938,1.14,1163.548872,2197.714286,9467.357143,16386.7782,18.9249,1156,2190,1170,2206,7.5689,2.9458,14.797,6.4475,1.5041,-1163.1182,1,0,0.8247,0.3113,133,0.225236,0.221752,0.055259,1,1,,,,0,0,0.001926,0.000372,-0.002163,0.001261,0.002288,0.001216,0.001288,-0.008268,133,1,53.7768,91.9349,0,4.376143,,,QUALIFIED,,0.806854,,0.468531,7.419255,TRUE,FALSE,CPR_ONLY,normal_low,0.258992806,,0.258993,CPR_ONLY,0.334218,0.039769,0.056572,0,0.191574,3,MODERATE_CONVERGENCE,3,17,11
17909,223,0.139375,0.5868,1.05,2469.699552,1434.856502,-9604.087444,-16266.98879,18.8907,2459,1427,2479,1446,8.125,3.5513,19.2847,6.5228,1.6962,2992.7953,1,0,0.4726,0.4615,223,0.427032,0.438842,0.088104,1,1,,,,0,0,0.004083,0.001151,0.001693,0.00065,0.004541,0.000679,-0.000531,-0.00273,223,1,170.0244,80.4071,0,10.525713,,,QUALIFIED,,0.718099,0.616066,0.850473,,TRUE,FALSE,CPR_ONLY,normal_low,0.540016767,,0.540017,CPR_ONLY,0,0.072188,0.050349,0.086545,0.190132,3,MODERATE_CONVERGENCE,3,19,12
10385,165,0.103125,0.7051,1.38,1499.290909,3098.515152,31987.37879,7993.227273,32.9713,1494,3090,1507,3108,6.8611,3.3259,16.5719,5.6396,2.0282,-1552.9879,1,0,0.0206,0.1012,165,0.261765,0.264568,0.044804,1,1,,,,0,0,0.00256,-0.003916,-0.000152,-0.001041,0.001326,-0.004667,-0.00812,-0.002807,165,1,25.3927,84.5067,0,5.803286,,,QUALIFIED,,2.529687,,4.519608,,TRUE,FALSE,CPR_ONLY,normal_low,0.309863607,,0.309864,CPR_ONLY,0,0.383621,0.177368,0,0.18742,3,MODERATE_CONVERGENCE,2,21,13
6565,763,0.476875,0.4258,1.75,1123.534731,1428.963303,-9751.417431,17387.13172,19.9343,1096,1415,1152,1447,6.1672,4.2177,23.8433,5.5601,3.6642,-2284.3808,1,0,0.6823,0.4224,763,0.213778,0.200813,0.068376,1,1,,,,0,0,0.008528,0.002484,0.001464,0.001206,0.001319,-0.006333,-0.002612,-0.005764,763,1,-19.4926,68.1002,0,17.369603,,,QUALIFIED,,0.708724,0.17623,5.801365,,TRUE,FALSE,CPR_ONLY,normal_low,0.243036233,,0.243036,CPR_ONLY,0,0.492416,0.049692,0.024757,0.178839,3,MODERATE_CONVERGENCE,3,27,14
7687,185,0.115625,0.3083,1.04,1255.827027,2748.291892,23231.7973,14079.82432,27.1655,1246,2736,1270,2761,5.2385,2.3609,11.1254,4.7004,1.9762,-2037.8621,1,0,0.1587,0.2985,185,0.248993,0.249579,0.050257,1,1,,,,0,0,0.012182,0.005157,0.003217,0.005593,0.010957,-0.000762,0.002785,-0.010528,185,1,33.5851,91.8903,0,6.460698,,,QUALIFIED,,0.57667,-0.738576,1.069545,4.780251,TRUE,FALSE,CPR_ONLY,normal_low,0.29207714,,0.292077,CPR_ONLY,0.215338,0.090782,0.040433,0,0.174424,3,MODERATE_CONVERGENCE,4,32,15
12486,806,0.50375,0.5905,1.11,1729.248139,3239.354839,35508.37097,2244.296526,35.5797,1711,3224,1750,3259,6.3038,2.6261,18.2964,5.2369,1.5797,-1570.7315,1,0,0.8078,0.3717,806,0.195505,0.190931,0.044547,0.858561,0.858561,,,,0,0,0.001139,-1.60E-05,0.001165,-0.007128,-0.00054,-0.000478,-0.005729,-0.000989,806,1,63.3495,86.7715,0,9.982485,,,QUALIFIED,,1.014047,7.118455,,,TRUE,FALSE,CPR_ONLY,normal_low,0.217588995,,0.217589,CPR_ONLY,0,0,0.0711,1,0.172387,3,MODERATE_CONVERGENCE,2,34,16
9162,255,0.159375,0.483,1.09,1386.694118,2896.87451,26946.36275,10808.14706,29.0334,1377,2884,1399,2908,6.1243,2.9801,17.3592,5.3533,1.428,-2040.1933,1,0,0.9715,0.1294,255,0.201666,0.195662,0.0335,1,1,,,,0,0,0.00647,0.002271,-8.70E-05,-0.001067,0.001326,-0.006262,-0.01628,-0.016299,255,1,25.3927,84.5067,0,6.576188,,,QUALIFIED,,0.648995,,5.722474,,TRUE,FALSE,CPR_ONLY,normal_low,0.226168891,,0.226169,CPR_ONLY,0,0.48572,0.045504,0,0.169545,3,MODERATE_CONVERGENCE,2,36,17
3628,183,0.114375,0.4973,1.44,755.6284153,2725.31694,22657.4235,26584.78962,34.93,746,2717,769,2733,8.7338,3.8839,17.3236,8.5206,3.5367,-2510.7224,1,0,0.3185,0.44,183,0.579204,0.579694,0.093495,1,1,0.174,0.187417,0.037233,1,1,0.005387,0.006996,0.016148,0.008752,0.012677,0.012714,0.0093,0.004256,183,1,-8.8513,82.0245,0,8.162414,,,QUALIFIED,,-0.298682,0.458013,-0.002919,0.542366,TRUE,TRUE,BOTH,typical,0.751933645,0.263214832,0.507574,BOTH,0.024432,0,0,0.064342,0.166036,3,MODERATE_CONVERGENCE,4,39,18
6375,265,0.165625,0.4809,1.53,1102.332075,1418.086792,-10023.33019,17917.19811,20.5296,1088,1408,1117,1427,7.9356,4.1873,22.578,6.2169,1.8306,-2251.869,1,0,0.8168,0.3784,265,0.181897,0.17678,0.041524,1,1,,,,0,0,0.011251,0.003352,0.000864,0.0042,0.00451,-0.002885,0.001406,-0.006122,265,1,-19.4926,68.1002,0,17.973818,,,QUALIFIED,,0.702071,,1.63969,5.354196,TRUE,FALSE,CPR_ONLY,normal_low,0.198638302,,0.198638,CPR_ONLY,0.241192,0.139176,0.049225,0,0.164707,3,MODERATE_CONVERGENCE,3,40,19
8949,1255,0.784375,0.4474,1.08,1371.566534,1372.728287,-11157.29283,11186.33665,15.7986,1345,1347,1400,1398,9.0526,2.8158,26.8182,7.9228,1.9151,-1991.8111,1,0.0008,0.2653,0.3982,1255,,,,0,0,0.07959,0.073584,0.022524,1,1,0.002115,0.000528,0.002134,0.000845,0.001859,-0.010542,-0.004822,-0.003061,1255,1,0.5626,56.8385,0,15.918248,,,QUALIFIED,,0.750355,0.60403,6.670791,,FALSE,TRUE,S1_ONLY,no_data,,0.117932469,0.117932,S1_ONLY,0,0.566212,0.052611,0.084854,0.162369,3,MODERATE_CONVERGENCE,3,45,20
8337,285,0.178125,0.5182,1.14,1314.333333,1193.424561,-15639.88596,12617.16667,20.094,1303,1185,1328,1207,2.7538,1.5168,8.0985,2.4469,1.0684,-2126.6835,1,0,0.6644,0.3969,285,,,,0,0,0.061637,0.060173,0.00823,1,1,0.002021,0.000358,0.003426,0.00125,0.001499,-0.009081,-0.002764,-0.006938,285,1,50.752,65.3557,0,21.124586,,,QUALIFIED,,0.82286,0.635143,7.058039,,FALSE,TRUE,S1_ONLY,no_data,,0.090305584,0.090306,S1_ONLY,0,0.599082,0.057695,0.089225,0.1616,3,MODERATE_CONVERGENCE,3,48,21
7440,765,0.478125,0.4688,1.59,1230.848366,2772.718954,23842.47386,14704.29085,28.0123,1214,2748,1246,2799,7.821,4.4533,20.4658,5.9695,3.1395,-2040.7187,1,0,0.6911,0.4161,765,0.277817,0.264449,0.068412,1,1,,,,0,0,0.012706,0.00735,0.004738,0.003742,0.003608,-0.001741,0.002363,-0.002924,765,1,33.5851,91.8903,0,7.287704,,,QUALIFIED,,0.421533,0.210215,1.482539,2.23741,TRUE,FALSE,CPR_ONLY,normal_low,0.332217849,,0.332218,CPR_ONLY,0.100789,0.125837,0.029556,0.029531,0.160978,3,MODERATE_CONVERGENCE,4,49,22
24031,781,0.488125,0.4254,1.42,3169.755442,1833.957746,373.443662,-33768.38604,33.771,3154,1815,3190,1866,5.9819,3.2954,25.0507,4.2777,1.6053,-1793.8688,1,0.0013,0.5601,0.4224,781,0.211378,0.177654,0.066058,0.012804,0.012804,0.062122,0.060458,0.016,1,1,0.001656,-0.003177,0.004105,-6.00E-05,0.001012,-0.004853,-0.006101,-0.002531,565,0.7234,73.237,102.5391,0.014085,0,0.003583,0.000549,QUALIFIED,,2.918478,1.014616,5.795455,,FALSE,TRUE,S1_ONLY,normal_low,,0.091051924,0.091052,S1_ONLY,0,0.491914,0.204628,0.142533,0.160415,3,MODERATE_CONVERGENCE,3,50,23
7709,268,0.1675,0.6175,2.21,1245.186567,2767.25,23705.75,14345.83582,27.7088,1239,2752,1253,2783,4.6035,2.2911,11.8603,3.5277,1.1568,-2037.4251,1,0,0.6434,0.4084,268,0.300058,0.30193,0.058913,1,1,,,,0,0,0.006496,0.003287,0.003783,0.00277,0.014167,-0.000814,0.002448,-0.00228,268,1,33.5851,91.8903,0,7.135343,,,QUALIFIED,,0.493996,0.267777,1.057457,1.931373,TRUE,FALSE,CPR_ONLY,normal_low,0.36319098,,0.363191,CPR_ONLY,0.087003,0.089756,0.034636,0.037617,0.160235,3,MODERATE_CONVERGENCE,4,52,24
7595,897,0.560625,0.3955,1.29,1243.833891,2731.172798,22803.81996,14379.65273,26.9592,1226,2699,1268,2753,4.5836,2.3407,11.9038,3.6536,1.5466,-2045.3268,1,0,0.6772,0.434,897,0.252993,0.249492,0.050486,1,1,,,,0,0,0.01683,0.004727,0.0043,0.005139,0.010352,0.000247,0.003044,-0.007577,897,1,33.5851,91.8903,0,6.372303,,,QUALIFIED,,0.719133,-0.195116,0.97614,3.489159,TRUE,FALSE,CPR_ONLY,normal_low,0.297647596,,0.297648,CPR_ONLY,0.157177,0.082854,0.050422,0,0.15806,3,MODERATE_CONVERGENCE,4,55,25
8797,241,0.150625,0.4782,1.56,1363.66805,3461.983402,41074.08506,11383.79876,42.6228,1354,3447,1372,3475,4.7599,3.0037,14.6596,4.4854,2.7392,-830.4325,1,0,0.153,0.3146,241,0.226214,0.198332,0.072299,1,1,,,,0,0,-0.000513,-0.002153,0.003025,-0.001866,0.001336,-0.003087,-0.002192,-0.003415,241,1,31.5436,77.8519,0,1.82363,,,QUALIFIED,,,1.61686,3.310629,,TRUE,FALSE,CPR_ONLY,normal_low,0.260354782,,0.260355,CPR_ONLY,0,0.281004,0,0.227136,0.157021,3,MODERATE_CONVERGENCE,2,57,26
6541,459,0.286875,0.4904,1.38,1119.217865,2894.845316,26895.6329,17495.05338,32.0852,1104,2882,1140,2908,10.0809,4.9613,26.7256,8.5036,3.5994,-1822.3414,1,0.0022,0.8186,0.3389,459,0.349914,0.326379,0.132061,1,1,,,,0,0,0.001399,0.000258,0.001048,0.002108,0.00535,-0.000562,-0.008248,0.001692,459,1,-50.1159,79.0402,0,6.040747,,,QUALIFIED,,0.815583,-1.01145,1.105047,,TRUE,FALSE,CPR_ONLY,normal_low,0.43262115,,0.432621,CPR_ONLY,0,0.093796,0.057184,0,0.154264,3,MODERATE_CONVERGENCE,3,62,27
9378,543,0.339375,0.473,1.46,1406.213628,3067.703499,31217.08748,10320.1593,32.8791,1392,3046,1420,3087,6.0345,3.0637,18.4323,5.1027,2.3007,-1968.9814,1,0,1,0,543,0.228331,0.221368,0.054885,1,1,,,,0,0,-0.001904,0.000713,0.002115,-0.000562,0.002223,-0.004689,-0.00349,-0.003576,543,1,25.3927,84.5067,0,4.084422,,,QUALIFIED,,,1.265721,3.109312,,TRUE,FALSE,CPR_ONLY,normal_low,0.263302946,,0.263303,CPR_ONLY,0,0.263916,0,0.177808,0.149555,3,MODERATE_CONVERGENCE,2,69,28
9453,340,0.2125,0.5475,1.17,1414.776471,2926.876471,27696.41176,10106.08824,29.4829,1402,2915,1429,2938,8.0196,3.5585,21.0174,6.3988,2.2264,-2101.2171,1,0,1,0,340,0.264496,0.263461,0.047113,1,1,,,,0,0,-0.00059,0.002865,0.003395,-0.001299,0.002636,-0.00232,-0.00602,-0.003756,340,1,25.3927,84.5067,0,6.629951,,,QUALIFIED,,,1.382622,1.880121,,TRUE,FALSE,CPR_ONLY,normal_low,0.313666837,,0.313667,CPR_ONLY,0,0.159583,0,0.194231,0.14544,3,MODERATE_CONVERGENCE,2,79,29
8408,262,0.16375,0.6895,1.05,1321.396947,2734.446565,22885.66412,12440.57634,26.0486,1312,2725,1331,2745,5.6155,2.5018,11.7149,4.6796,1.6915,-1946.5942,1,0,0.1507,0.3186,262,0.274191,0.266347,0.047874,1,1,,,,0,0,0.002309,0.004441,0.002214,-0.000232,0.001428,-0.001228,-0.001619,-0.00342,262,1,33.5851,91.8903,0,5.067852,,,QUALIFIED,,-0.923343,1.104788,1.859944,,TRUE,FALSE,CPR_ONLY,normal_low,0.327168231,,0.327168,CPR_ONLY,0,0.157871,0,0.155201,0.145245,3,MODERATE_CONVERGENCE,3,80,30
4300,463,0.289375,0.393,1.23,851.7213823,1305.555076,-12836.62311,24182.46544,27.3776,836,1288,867,1326,7.3529,3.0573,19.9446,6.5267,2.7267,-3594.4883,1,0,1,0,463,0.48723,0.468734,0.174191,0.794816,0.794816,0.070405,0.061164,0.027179,1,1,0.001235,-0.002906,0.003544,0.000798,0.000471,0.001694,-0.000108,0.003325,463,1,-19.4926,68.1002,0,22.933055,,,QUALIFIED,,3.353036,0.774831,,,TRUE,TRUE,BOTH,normal_low,0.623849352,0.103798177,0.363824,BOTH,0,0,0.235097,0.108848,0.143542,3,MODERATE_CONVERGENCE,2,84,31
8118,290,0.18125,0.4394,1.65,1292.927586,1299.57931,-12986.01724,13152.31034,18.4823,1283,1284,1303,1317,10.6092,3.6348,19.3899,9.2785,2.4738,-1848.8374,1,0,0.944,0.1878,290,,,,0,0,0.126704,0.125911,0.019596,1,1,0.002792,0.002444,0.003004,0.001259,0.002625,-0.002265,0.001608,-0.003728,290,1,0.5626,56.8385,0,18.815751,,,QUALIFIED,,0.124642,0.580892,1.862857,3.318408,FALSE,TRUE,S1_ONLY,no_data,,0.190433616,0.190434,S1_ONLY,0.149485,0.158118,0.008739,0.081604,0.142634,3,MODERATE_CONVERGENCE,4,85,32
9481,3022,1.88875,0.4254,1.73,1413.545665,2833.150563,25353.26406,10136.85837,27.3049,1356,2800,1467,2864,10.9341,3.4174,21.67,9.3969,2.6673,-1828.0048,1,0,0.1123,0.283,3022,0.223792,0.218071,0.082256,1,1,,,,0,0,0.001294,0.000729,0.001849,-0.000542,0.001728,-0.00247,-0.004301,-0.005536,3017,0.9983,25.3927,84.5067,0,4.162706,,,QUALIFIED,,0.436631,1.293131,2.429398,,TRUE,FALSE,CPR_ONLY,normal_low,0.256981871,,0.256982,CPR_ONLY,0,0.206206,0.030614,0.181659,0.139563,3,MODERATE_CONVERGENCE,3,91,33
9546,309,0.193125,0.4478,1.3,1432.119741,2745.226537,23155.16343,9672.506472,25.0945,1418,2734,1448,2757,4.7401,2.7554,16.6776,3.6153,1.4606,-1753.8261,1,0,0.2035,0.353,309,0.215833,0.212384,0.04678,1,1,,,,0,0,-0.001643,0.001523,0.001206,-0.001497,0.002702,-0.002438,-0.003363,-0.0036,302,0.9773,33.5851,91.8903,0,3.062372,,,QUALIFIED,,,2.241294,1.902295,,TRUE,FALSE,CPR_ONLY,normal_low,0.245898055,,0.245898,CPR_ONLY,0,0.161466,0,0.314857,0.137548,3,MODERATE_CONVERGENCE,2,95,34
5641,282,0.17625,0.4172,1,1016.730496,1250.468085,-14213.79787,20057.23759,24.5823,1006,1241,1032,1267,5.2292,2.6162,13.842,4.0035,1.3578,-2405.1301,1,0,0.6013,0.4632,282,0.241253,0.237441,0.054853,1,1,,,,0,0,-0.002009,-0.001339,0.001118,-0.000993,0.003584,-0.001656,-0.005646,-0.003226,282,1,-19.4926,68.1002,0,22.566748,,,QUALIFIED,,,1.888193,1.462054,,TRUE,FALSE,CPR_ONLY,normal_low,0.281298306,,0.281298,CPR_ONLY,0,0.124098,0,0.265253,0.135734,3,MODERATE_CONVERGENCE,2,97,35
6601,1178,0.73625,0.5864,1.2,1141.431239,1639.621392,-4484.965195,16939.71902,17.5228,1120,1621,1169,1662,6.818,3.4385,20.1043,5.7338,2.3509,-2018.2298,1,0,0.4862,0.4624,1178,0.211811,0.2056,0.04491,1,1,,,,0,0,0.006919,0.003966,0.001804,-0.000347,0.001608,-0.002546,-0.00801,-0.006412,1178,1,33.7027,75.9158,0,12.205147,,,QUALIFIED,,0.426796,1.19235,2.583333,,TRUE,FALSE,CPR_ONLY,normal_low,0.240296961,,0.240297,CPR_ONLY,0,0.219272,0.029925,0.167501,0.135686,3,MODERATE_CONVERGENCE,3,98,36
7556,176,0.11,0.5641,1.85,1232.352273,2719.340909,22508.02273,14666.69318,26.865,1226,2707,1239,2731,3.1775,1.1665,5.5893,2.6622,0.5988,-2044.5977,1,0,0.478,0.4211,176,0.266749,0.265352,0.043141,1,1,,,,0,0,0.017373,0.004529,0.00286,0.003701,0.005925,-0.006009,-0.000593,-0.003182,176,1,33.5851,91.8903,0,6.8,,,QUALIFIED,,0.739308,-0.294056,2.014177,,TRUE,FALSE,CPR_ONLY,normal_low,0.316804396,,0.316804,CPR_ONLY,0,0.170962,0.051836,0,0.134417,3,MODERATE_CONVERGENCE,3,103,37
4587,201,0.125625,0.335,1.04,882.039801,1115.273632,-17593.6592,23424.50498,29.2951,872,1106,896,1131,9.3204,4.7262,19.3715,8.2258,4.1962,-2481,1,0,0.9425,0.2117,201,,,,0,0,0.038674,0.038788,0.002346,1,1,0.002393,-0.003095,0.001253,-0.001818,0.001495,-0.004398,-0.000561,-0.003741,201,1,-14.3965,65.3367,0,24.172104,,,QUALIFIED,,2.293356,2.450918,3.941806,,FALSE,TRUE,S1_ONLY,no_data,,0.054969085,0.054969,S1_ONLY,0,0.334578,0.160798,0.344305,0.133917,3,MODERATE_CONVERGENCE,3,104,38
9306,258,0.16125,0.4128,1,1403.290698,2992.073643,29326.34109,10393.23256,31.1139,1391,2979,1416,3004,7.1693,2.7513,15.8539,6.5261,2.3836,-1957.3732,1,0,0.8909,0.2737,258,0.230462,0.22582,0.030767,1,1,,,,0,0,0.001101,-0.002561,0.004429,-0.000706,0.003603,0.000759,-0.004432,-0.001802,258,1,25.3927,84.5067,0,5.914442,,,QUALIFIED,,3.326067,1.159404,0.789342,,TRUE,FALSE,CPR_ONLY,normal_low,0.266270607,,0.266271,CPR_ONLY,0,0.066999,0.233206,0.162873,0.132889,3,MODERATE_CONVERGENCE,3,108,39
14298,265,0.165625,0.6023,1.1,1995.935849,154.6566038,-41609.08491,-4422.896226,41.843,1986,146,2008,166,6.1113,3.4163,20.9782,5.5605,2.7077,-2456.4563,1,0,1,0,265,0.286971,0.263001,0.099635,1,1,,,,0,0,0.003985,0.002817,0.005183,0.003129,0.006404,0.002847,0.004634,0.000784,265,1,35.5577,101.3636,0,1.171804,,,QUALIFIED,,0.293099,0.396296,0.555434,0.830816,TRUE,FALSE,CPR_ONLY,normal_low,0.344965839,,0.344966,CPR_ONLY,0.037426,0.047145,0.020551,0.055672,0.131769,3,MODERATE_CONVERGENCE,4,109,40
6955,1508,0.9425,0.4787,1.56,1171.984085,1412.651857,-10159.20358,16175.89788,19.1009,1153,1381,1198,1451,7.2009,4.4788,28.9604,5.8466,3.0774,-2283.6517,1,0.0086,0.4815,0.463,1508,0.214352,0.207736,0.049803,0.982095,0.982095,,,,0,0,0.002178,0.001171,0.002097,4.50E-05,0.001765,-0.002242,-0.003449,-0.006773,1508,1,-19.4926,68.1002,0,16.903125,,,QUALIFIED,,0.462351,0.978541,2.270255,,TRUE,FALSE,CPR_ONLY,normal_low,0.243835594,,0.243836,CPR_ONLY,0,0.192698,0.032418,0.137465,0.128679,3,MODERATE_CONVERGENCE,3,119,41
7654,758,0.47375,0.5853,1.06,1254.502639,3107.872032,32221.30079,14112.93404,35.1768,1236,3092,1273,3127,7.2182,3.2794,20.1026,6.2981,2.7227,-1393.1034,1,0,0.1671,0.33,758,0.235949,0.221674,0.059804,1,1,,,,0,0,0.005861,0.004803,0.0044,0.00437,0.005837,-0.004205,0.005156,-0.000687,758,1,25.3927,84.5067,0,2.311926,,,QUALIFIED,,0.180515,0.006818,1.720404,1.133243,TRUE,FALSE,CPR_ONLY,normal_low,0.273911881,,0.273912,CPR_ONLY,0.05105,0.146027,0.012657,0.000958,0.128056,3,MODERATE_CONVERGENCE,4,121,42
