region_id,geo_x,geo_y,area_km2,dist_from_centre_km,slope_mean_deg,slope_std_deg,slope_max_deg,pct_gt25,roughness_mean_m,roughness_std_m,elev_mean_m,lola_valid_pct,psr_fraction,dist_to_psr_km,shadow_fraction,shadow_std,dfsar_valid_pct,minirf_valid_pct,qualification_status
6013,-5974.378364905286,18691.45214356929,0.626875,19.6224,4.767,2.0346,14.2103,0.0,4.0776,1.2557,-2120.0008,1.0,0.0,14.246337,0.1693,0.3278,1.0,0.0,QUALIFIED
6019,17667.120232172478,18571.768656716416,0.376875,25.6327,4.6947,2.5376,16.1663,0.0,3.5492,1.4799,-1926.366,1.0,0.0,7.596052,1.0,0.0,0.864013,1.0,QUALIFIED
6032,17171.94525547445,18677.14233576642,0.085625,25.3714,4.653,2.7705,13.0219,0.0,3.0642,1.079,-1936.3486,1.0,0.0,7.912016,1.0,0.0,1.0,1.0,QUALIFIED
6037,-15716.225806451615,18838.0,0.58125,24.5323,6.4086,3.7764,19.6601,0.0,5.3312,2.6492,-2548.1488,1.0,0.0,23.218271,0.9349,0.212,1.0,0.0,QUALIFIED
6038,15814.636054421768,18844.88775510204,0.091875,24.6014,4.3721,1.975,9.7415,0.0,3.0968,0.7967,-1935.1595,1.0,0.0,7.688669,1.0,0.0,1.0,1.0,QUALIFIED
6039,19531.05515370705,18663.587703435805,0.69125,27.0147,8.1874,3.6539,19.1197,0.0,7.1916,2.6402,-1831.5575,1.0,0.0,8.328565,0.9895,0.0844,0.314647,1.0,QUALIFIED
6060,14376.269662921346,18808.252808988767,0.55625,23.6733,7.0627,4.6001,24.2577,0.0,5.5775,2.6304,-1917.7234,1.0,0.0,7.106731,0.9849,0.1066,1.0,1.0,QUALIFIED
6061,15504.097989949754,18756.304020100502,0.621875,24.3346,6.1587,3.7941,24.5815,0.0,4.4248,1.6552,-1933.5184,1.0,0.0,7.31031,1.0,0.0,1.0,1.0,QUALIFIED
6066,-3473.6277004320727,18905.92486797888,1.301875,19.2218,7.5788,4.4554,25.5089,0.0005,6.1537,3.2706,-2145.5939,1.0,0.0,11.988797,0.7042,0.4255,1.0,0.0,QUALIFIED
6080,-14499.421417565483,18505.73882896764,0.405625,23.5088,6.7225,4.8327,22.7848,0.0,5.3133,3.2809,-2508.8895,1.0,0.0,22.190595,0.7848,0.3943,0.74114,0.0,QUALIFIED
6088,-16737.377828054297,18439.527149321264,0.414375,24.9022,6.2653,3.452,19.9799,0.0,5.2101,2.1269,-2593.7811,1.0,0.0,23.340549,0.8192,0.3411,1.0,0.0,QUALIFIED
6124,-6892.565868263475,18436.42814371257,0.20875,19.6821,6.3409,4.7378,19.7876,0.0,4.4111,1.8118,-2165.3611,1.0,0.0,15.163773,0.216,0.354,1.0,0.0,QUALIFIED
6128,18536.39740420272,18611.00679851669,0.505625,26.2672,7.964,3.6631,25.3008,0.0012,6.7153,2.3331,-1888.6833,1.0,0.0,8.164711,1.0,0.0,0.778739,1.0,QUALIFIED
6142,-4189.382038635427,18677.70920674065,1.520625,19.1412,6.726,2.929,19.6906,0.0,5.6163,1.9059,-2097.2165,1.0,0.0,12.274694,0.4047,0.4441,1.0,0.0,QUALIFIED
6147,16929.703349282296,18513.5980861244,0.26125,25.0872,4.1582,2.446,14.8163,0.0,3.2799,1.4936,-1935.7135,1.0,0.0,7.637162,1.0,0.0,1.0,1.0,QUALIFIED
6170,-1948.439068100357,18452.91935483871,0.174375,18.555,5.303,3.27,19.6807,0.0,4.0909,1.5386,-2207.6972,1.0,0.0,10.965771,0.7135,0.4,1.0,0.0,QUALIFIED
6194,14925.163716814151,18422.513274336285,0.14125,23.7096,5.2688,2.6997,15.3385,0.0,4.0533,1.2305,-1948.4616,1.0,0.0,7.122587,0.9998,0.0027,1.0,1.0,QUALIFIED
6202,18051.63133640553,18291.168202764977,0.27125,25.6988,3.3713,1.8146,12.1561,0.0,2.6797,0.9053,-1918.1154,1.0,0.0,7.783195,1.0,0.0,1.0,1.0,QUALIFIED
6206,-5527.347575057735,18321.86258660508,0.270625,19.1368,5.5714,2.3957,18.2182,0.0,4.6925,1.313,-2082.454,1.0,0.0,13.938615,0.0291,0.1363,1.0,0.0,QUALIFIED
6209,22371.53125,18265.8125,0.1,28.8813,10.7157,3.3178,22.1781,0.0,9.4635,1.9978,-1986.0455,1.0,0.0,9.599642,1.0,0.0,0.9875,1.0,QUALIFIED
6216,-4884.770270270266,18652.14864864865,0.578125,19.2806,6.8895,3.2001,20.8607,0.0,5.5866,2.2745,-2089.6633,1.0,0.0,13.306624,0.1067,0.2869,1.0,0.0,QUALIFIED
6227,-7412.444444444445,18375.5,0.3375,19.8136,8.9865,4.7542,24.5373,0.0,7.5037,3.9869,-2181.1762,1.0,0.0,15.618999,0.1344,0.3072,1.0,0.0,QUALIFIED
6277,-5080.753807106601,17713.164974619285,0.615625,18.4268,5.1177,2.1064,15.7987,0.0,4.1478,1.1504,-2030.6575,1.0,0.0,13.095443,0.1274,0.291,1.0,0.0,QUALIFIED
6291,-19167.91516966068,18225.000998004,0.313125,26.4485,5.9473,3.0027,20.5003,0.0,4.7063,2.0209,-2857.6769,1.0,0.0,21.258484,1.0,0.0,1.0,0.0,QUALIFIED
6292,-11815.685676392568,18261.640583554377,0.235625,21.7501,11.281,3.8978,24.2912,0.0,9.6143,2.7269,-2216.4957,1.0,0.0,19.495544,0.0261,0.1463,1.0,0.0,QUALIFIED
6294,-6966.601694915255,18109.25706214689,0.110625,19.4024,4.1335,1.9632,14.3121,0.0,3.2692,1.0147,-2146.5803,1.0,0.0,15.230254,0.0617,0.1772,1.0,0.0,QUALIFIED
6308,14900.523890784983,18147.172354948805,0.183125,23.4807,5.5368,2.4101,12.6921,0.0,3.938,1.2187,-1939.3111,1.0,0.0,6.736329,1.0,0.0,1.0,1.0,QUALIFIED
6314,-6499.294642857145,17578.714285714283,1.05,18.7411,6.2577,3.4654,29.0377,0.0012,4.8964,1.9203,-2125.6205,1.0,0.0,14.206095,0.1839,0.345,1.0,0.0,QUALIFIED
6329,-10268.244807121664,18372.280415430265,1.053125,21.0464,8.2121,4.1282,23.0092,0.0,7.2046,3.4519,-2274.5035,1.0,0.0,17.809057,0.1384,0.3179,1.0,0.0,QUALIFIED
6330,-7168.6423611111095,17672.765625,0.36,19.0707,4.5747,2.5897,15.1614,0.0,3.5355,1.1944,-2150.5008,1.0,0.0,15.098117,0.3509,0.4107,1.0,0.0,QUALIFIED
6352,-15986.7987012987,18065.711038961043,0.9625,24.1229,6.7935,3.2246,21.4886,0.0,5.7524,2.1886,-2514.1664,1.0,0.0,23.198666,0.5063,0.4451,1.0,0.0,QUALIFIED
6355,-5676.504823151125,17793.10450160772,0.38875,18.676,5.1654,2.0693,19.1592,0.0,4.4555,1.3166,-2059.7233,1.0,0.0,13.713679,0.0518,0.1752,1.0,0.0,QUALIFIED
6360,-17414.360103626947,17541.821243523314,0.120625,24.7172,7.9351,2.5433,16.0224,0.0,7.2478,1.2037,-2671.1826,1.0,0.0,22.565917,1.0,0.0,1.0,0.0,QUALIFIED
6363,12595.679624664874,17935.218498659517,0.233125,21.9162,7.2237,3.2207,21.025,0.0,6.1725,1.7767,-1878.1973,1.0,0.0,6.025052,1.0,0.0,1.0,0.981233,QUALIFIED
6365,13057.591286307055,17710.354771784234,0.150625,22.0035,3.3138,1.5653,8.2691,0.0,3.0688,1.1503,-1851.6022,1.0,0.0,5.903495,0.9871,0.0862,1.0,0.854772,QUALIFIED
6375,-10023.330188679249,17917.19811320755,0.165625,20.5296,7.9356,4.1873,22.578,0.0,6.2169,1.8306,-2251.869,1.0,0.0,17.973818,0.8168,0.3784,1.0,0.0,QUALIFIED
6380,8010.297991071435,17704.908482142855,0.56,19.4324,8.4308,4.7453,24.9865,0.0,7.0112,3.1732,-1045.5922,1.0,0.0,5.26925,0.3613,0.4541,1.0,0.0,QUALIFIED
6381,14284.381342062195,18026.66612111293,0.76375,23.0,5.1956,2.3621,15.841,0.0,4.0255,1.2765,-1913.4957,1.0,0.0,6.198387,1.0,0.0,1.0,1.0,QUALIFIED
6393,20773.02941176472,17690.02205882353,0.085,27.2848,3.6147,1.5491,8.0783,0.0,3.6153,1.3962,-1969.1665,1.0,0.0,8.374142,1.0,0.0,1.0,1.0,QUALIFIED
6397,-11330.917422867518,17986.5889292196,1.721875,21.2574,9.7277,3.6956,22.1186,0.0,8.5191,2.9933,-2217.6905,1.0,0.0,18.886007,0.1458,0.337,1.0,0.0,QUALIFIED
6402,9914.09603658536,18343.29725609756,0.41,20.8508,11.175,3.3539,27.8916,0.0061,9.7577,1.6598,-1145.5978,1.0,0.0,5.740753,0.0648,0.2073,1.0,0.0,QUALIFIED
6410,-4596.143153526973,17777.41908713693,0.30125,18.3613,4.9524,2.7141,12.1431,0.0,4.0049,1.7865,-2036.0696,1.0,0.0,12.823928,0.2952,0.3973,1.0,0.0,QUALIFIED
6413,16953.953125,17942.9609375,0.4,24.6857,5.1613,2.723,15.8781,0.0,4.1876,2.1899,-1908.9021,1.0,0.0,6.882042,1.0,0.0,1.0,1.0,QUALIFIED
6425,15134.140522875816,17860.95751633987,0.286875,23.4105,3.7067,2.0917,10.556,0.0,3.0395,1.3603,-1932.3298,1.0,0.0,6.363961,1.0,0.0,1.0,1.0,QUALIFIED
6437,-8337.847188264059,17705.695599022005,2.55625,19.57,8.3022,4.3449,28.8073,0.0049,6.967,3.3385,-2230.1276,1.0,0.0,15.426033,0.0821,0.237,1.0,0.0,QUALIFIED
6438,-6739.424050632908,17791.79746835443,0.09875,19.0248,4.2562,1.8999,9.9467,0.0,3.3689,0.8598,-2132.06,1.0,0.0,14.81471,0.0995,0.2329,1.0,0.0,QUALIFIED
6442,22727.65482502652,17920.648462354187,0.589375,28.9431,7.609,3.5046,21.7415,0.0,6.5143,2.8874,-2013.2912,1.0,0.0,9.327145,1.0,0.0,1.0,1.0,QUALIFIED
6461,16539.579365079364,17733.634920634922,0.07875,24.2495,3.0244,2.2391,12.0299,0.0,3.1798,2.0513,-1887.1644,1.0,0.0,6.828067,1.0,0.0,1.0,1.0,QUALIFIED
6474,-19136.73978201635,17653.0204359673,0.229375,26.0347,5.6379,2.4552,12.9282,0.0,4.727,1.5045,-2859.0114,1.0,0.0,20.991427,1.0,0.0,1.0,0.0,QUALIFIED
6476,-9075.842465753429,17554.038812785388,0.136875,19.7608,5.6449,3.0758,15.7158,0.0,4.1335,1.4837,-2279.2661,1.0,0.0,16.937901,0.5043,0.4601,1.0,0.0,QUALIFIED
6481,15719.48777506112,17633.568459657705,0.255625,23.6229,5.4311,2.7902,14.2201,0.0,4.1417,1.2915,-1911.3254,1.0,0.0,6.348868,1.0,0.0,1.0,1.0,QUALIFIED
6499,-10401.074712643684,17451.10344827586,0.54375,20.3149,5.6587,2.615,21.4869,0.0,4.6872,1.5243,-2261.9585,1.0,0.0,17.911676,0.9777,0.1342,1.0,0.0,QUALIFIED
6500,-3683.3748280605214,17268.69119669876,0.454375,17.6566,4.8105,2.291,14.1238,0.0,3.9576,1.43,-2076.574,1.0,0.0,11.750798,0.7085,0.4026,1.0,0.0,QUALIFIED
6505,15348.337209302328,17552.825581395347,0.16125,23.3168,7.531,4.4716,21.2421,0.0,5.9118,2.3692,-1906.2257,1.0,0.0,6.257446,1.0,0.0,1.0,1.0,QUALIFIED
6541,26895.63289760349,17495.053376906315,0.286875,32.0852,10.0809,4.9613,26.7256,0.0022,8.5036,3.5994,-1822.3414,1.0,0.0,6.040747,0.8186,0.3389,1.0,0.0,QUALIFIED
6551,-19112.778106508875,17257.156804733728,0.105625,25.7502,5.1629,1.5506,10.5497,0.0,4.9083,0.7186,-2831.9539,1.0,0.0,20.974419,1.0,0.0,1.0,0.0,QUALIFIED
6555,19056.318181818184,17149.834811529934,0.845625,25.6371,5.8944,2.7484,18.5037,0.0,5.0104,1.8538,-2032.3625,1.0,0.0,6.455327,0.9953,0.0548,1.0,1.0,QUALIFIED
6565,-9751.417431192662,17387.131716906948,0.476875,19.9343,6.1672,4.2177,23.8433,0.0,5.5601,3.6642,-2284.3808,1.0,0.0,17.369603,0.6823,0.4224,1.0,0.0,QUALIFIED
6566,-5857.095092024538,17322.815950920245,0.20375,18.2856,5.3363,2.054,11.804,0.0,4.643,1.2958,-2073.7502,1.0,0.0,13.836659,0.0308,0.1299,1.0,0.0,QUALIFIED
6576,14326.141414141406,17285.474747474746,0.12375,22.4505,4.0093,1.9654,12.2779,0.0,3.3779,1.2097,-1906.6339,1.0,0.0,5.818612,1.0,0.0,1.0,0.545455,QUALIFIED
6577,17269.015011547344,17627.69399538106,0.54125,24.677,5.9795,2.6244,17.8461,0.0,4.9235,2.021,-1916.1373,1.0,0.0,6.512488,1.0,0.0,1.0,1.0,QUALIFIED
6590,13087.585714285711,16880.328571428574,0.546875,21.3595,9.1852,3.4237,26.1204,0.0034,7.6557,2.1075,-1829.9774,1.0,0.0,4.604142,0.4001,0.4425,1.0,0.002286,QUALIFIED
6592,15223.040145985397,17090.13503649635,0.428125,22.8869,5.7599,2.493,17.2194,0.0,4.6376,1.7665,-1913.86,1.0,0.0,5.676762,1.0,0.0,1.0,0.508029,QUALIFIED
6595,22055.02325581396,17464.162790697676,0.5375,28.1323,5.5185,4.5131,29.2498,0.0058,4.6992,3.6477,-2019.5581,1.0,0.0,8.514693,1.0,0.0,0.87907,1.0,QUALIFIED
6601,-4484.965195246179,16939.719015280134,0.73625,17.5228,6.818,3.4385,20.1043,0.0,5.7338,2.3509,-2018.2298,1.0,0.0,12.205147,0.4862,0.4624,1.0,0.0,QUALIFIED
6604,-33425.5,17176.65681233933,0.243125,37.5799,9.0274,4.6708,24.1863,0.0,8.5433,3.8399,2043.3513,1.0,0.0,7.372457,0.3831,0.4434,1.0,1.0,QUALIFIED
6615,20859.53703703704,17205.01851851852,0.421875,27.0395,7.4109,3.1692,17.2249,0.0,6.3205,2.315,-1945.6615,1.0,0.0,7.88214,0.8439,0.3319,1.0,1.0,QUALIFIED
6629,15709.0703125,17141.90625,0.08,23.2512,5.1424,2.7011,12.8073,0.0,3.9645,1.3382,-1890.7375,1.0,0.0,6.025156,0.9891,0.0916,1.0,1.0,QUALIFIED
6630,22942.50341296928,17193.418088737202,0.183125,28.6702,4.4328,1.813,11.5887,0.0,3.6677,0.9034,-2046.7076,1.0,0.0,9.000868,1.0,0.0,1.0,1.0,QUALIFIED
6631,23382.13473053892,17073.70359281437,0.104375,28.9524,5.813,1.8136,14.3168,0.0,5.1226,1.2821,-2061.0505,1.0,0.0,9.263807,1.0,0.0,1.0,0.335329,QUALIFIED
6644,19066.791666666664,16848.104166666668,0.15,25.4441,10.6319,3.7785,19.7095,0.0,8.2821,2.1426,-2050.4847,1.0,0.0,6.831224,1.0,0.0,1.0,1.0,QUALIFIED
6659,25028.73151750973,16956.96887159533,0.32125,30.2322,7.4923,4.3588,23.4141,0.0,5.9306,2.4427,-2083.2132,1.0,0.0,7.945006,1.0,0.0,1.0,0.0,QUALIFIED
6668,13939.461013645225,17299.817738791422,2.244375,22.2169,7.0568,3.4103,27.9047,0.0006,5.6585,2.1577,-1907.4495,1.0,0.0,4.909493,0.8973,0.2636,1.0,0.440824,QUALIFIED
6670,18712.56451612903,17259.532258064515,0.096875,25.4569,3.8008,2.0204,9.5891,0.0,3.0076,1.0892,-2055.7388,1.0,0.0,7.019437,1.0,0.0,1.0,1.0,QUALIFIED
6675,-18968.74294038548,17070.603092783505,1.394375,25.5183,7.6535,3.3024,21.8295,0.0,6.4082,2.1874,-2805.443,1.0,0.0,20.19296,0.9988,0.0296,1.0,0.103093,QUALIFIED
6676,-7920.619047619053,16908.11904761905,0.13125,18.6707,6.4302,2.3274,12.9479,0.0,5.6388,2.0807,-2157.4206,1.0,0.0,15.637975,0.0933,0.2366,1.0,0.0,QUALIFIED
6687,-12031.70936280884,16799.167100130042,0.480625,20.6627,7.2646,2.1795,14.6386,0.0,6.2603,1.5947,-2100.3352,1.0,0.0,19.138508,0.2018,0.3688,0.806242,0.0,QUALIFIED
6688,-10573.768261964731,16878.018891687658,0.49625,19.9159,8.2395,3.9175,29.079,0.0038,6.5966,2.3479,-2284.8328,1.0,0.0,17.700282,0.8598,0.334,1.0,0.0,QUALIFIED
6701,19944.599143758453,16214.864578639026,1.386875,25.7043,7.4113,4.3554,22.344,0.0,6.2494,3.4762,-2056.1412,1.0,0.0,5.936855,0.7935,0.3892,1.0,0.614691,QUALIFIED
6709,-6928.54054054054,16849.317567567567,0.0925,18.2176,7.2383,4.4012,21.6973,0.0,5.6114,1.884,-2129.3668,1.0,0.0,14.699596,0.1722,0.3315,1.0,0.0,QUALIFIED
6728,24243.679894179902,17039.12433862434,0.118125,29.6327,4.2764,2.2079,10.3319,0.0,3.8618,1.9273,-2099.4874,1.0,0.0,8.63731,1.0,0.0,1.0,0.0,QUALIFIED
6736,15019.675438596496,16735.441520467833,0.106875,22.487,4.0512,1.9275,9.073,0.0,3.1931,1.0173,-1935.5289,1.0,0.0,5.364,1.0,0.0,1.0,0.0,QUALIFIED
6746,19482.530726256984,16789.256983240222,0.22375,25.7187,3.4917,2.0693,12.9886,0.0,2.8939,1.3425,-2032.2931,1.0,0.0,6.935416,0.9944,0.0537,1.0,1.0,QUALIFIED
6750,2372.296610169491,16637.36440677966,0.184375,16.8052,5.2935,3.1127,16.85,0.0,4.7551,2.3508,-851.874,1.0,0.0,6.452955,0.3287,0.4013,1.0,0.0,QUALIFIED
6752,24772.030864197528,16692.413580246917,0.253125,29.8714,7.173,4.3585,29.5733,0.0123,5.8009,2.4737,-2084.2281,1.0,0.0,8.285907,1.0,0.0,1.0,0.0,QUALIFIED
6765,21764.39547038327,16826.458188153312,0.179375,27.5104,6.2678,2.0761,10.9683,0.0,5.4792,1.4122,-2015.9955,1.0,0.0,8.009252,0.9752,0.1326,1.0,1.0,QUALIFIED
6768,-12026.304776739358,16122.8779854621,0.601875,20.1135,8.5464,3.9438,25.0717,0.001,7.5731,3.0974,-2054.993,1.0,0.0,18.809871,0.0336,0.1458,0.169263,0.0,QUALIFIED
6786,22255.627982646416,16550.337310195227,0.288125,27.735,6.8792,2.9192,14.2296,0.0,5.6169,1.9733,-2061.3884,1.0,0.0,8.120499,1.0,0.0,1.0,1.0,QUALIFIED
6805,-7563.95785440613,16793.555555555555,0.32625,18.4177,4.4026,3.0229,18.4723,0.0,3.2202,1.4434,-2148.0274,1.0,0.0,15.139869,0.3203,0.4079,1.0,0.0,QUALIFIED
6821,7646.848484848488,16662.810606060608,0.0825,18.3334,4.3891,2.6982,15.0857,0.0,4.3005,1.7785,-1145.8306,1.0,0.0,4.575615,0.7464,0.3656,1.0,0.0,QUALIFIED
6829,23560.08333333333,16487.5,0.1875,28.7563,3.7931,1.9552,9.5011,0.0,2.8765,1.0497,-2073.7104,1.0,0.0,8.795027,1.0,0.0,1.0,0.0,QUALIFIED
6837,-10951.170498084291,16461.89846743295,0.163125,19.7711,8.2695,3.6784,17.103,0.0,7.24,2.6369,-2255.5402,1.0,0.0,18.314014,0.9261,0.2309,0.996169,0.0,QUALIFIED
6839,13555.681015452536,16343.987858719647,0.283125,21.2339,5.1351,2.3915,12.1572,0.0,4.5326,1.7606,-1882.5522,1.0,0.0,4.487831,0.9276,0.2216,1.0,0.0,QUALIFIED
6854,19054.03367875648,16447.779792746114,0.120625,25.1712,3.9607,2.5556,15.7425,0.0,3.4295,1.4675,-2031.0392,1.0,0.0,6.518483,0.9903,0.0607,1.0,1.0,QUALIFIED
6860,-6828.96598202824,16585.737483953784,0.486875,17.9359,5.861,4.4037,21.3409,0.0,4.8815,2.7316,-2116.5985,1.0,0.0,14.254758,0.1474,0.311,1.0,0.0,QUALIFIED
6863,2650.743093922654,16572.737569060773,0.113125,16.783,7.2283,3.2147,16.016,0.0,5.7354,1.5088,-868.0239,1.0,0.0,6.298115,0.8281,0.3374,1.0,0.0,QUALIFIED
6866,7838.315789473687,16420.894736842103,0.095,18.1955,6.5564,2.277,13.2651,0.0,5.7844,1.4332,-1137.4555,1.0,0.0,4.385274,0.0961,0.2466,1.0,0.0,QUALIFIED
6870,22656.921875,16238.234375000004,0.2,27.8751,4.4016,1.9329,10.7787,0.0,3.4604,0.7681,-2076.4396,1.0,0.0,7.973864,1.0,0.0,1.0,1.0,QUALIFIED
6875,20990.06420233463,16680.94747081712,0.32125,26.8112,9.5626,2.9727,26.0058,0.0019,7.9744,1.679,-1976.0351,1.0,0.0,7.506039,0.8391,0.3418,1.0,1.0,QUALIFIED
6876,23125.190184049075,16485.085889570553,0.20375,28.3996,3.4591,1.5901,9.567,0.0,2.6096,0.8826,-2080.5618,1.0,0.0,8.613398,1.0,0.0,1.0,0.555215,QUALIFIED
6906,17325.195732838583,16511.56215213358,0.67375,23.9331,6.4796,3.5727,19.214,0.0,5.1321,2.3183,-1990.4132,1.0,0.0,5.543014,0.9305,0.2168,1.0,0.426716,QUALIFIED
6912,9467.357142857143,16386.77819548872,0.083125,18.9249,7.5689,2.9458,14.797,0.0,6.4475,1.5041,-1163.1182,1.0,0.0,4.376143,0.8247,0.3113,1.0,0.0,QUALIFIED
6941,-4518.266497461926,16151.895939086296,0.123125,16.7713,5.0354,3.1808,16.6265,0.0,4.236,2.0416,-1971.0981,1.0,0.0,12.222034,0.5578,0.4473,1.0,0.0,QUALIFIED
6950,-5659.631010145567,16655.67203352448,1.416875,17.5904,5.9254,2.6353,22.0506,0.0,4.9014,1.6998,-2045.2659,1.0,0.0,12.799536,0.0558,0.1952,1.0,0.0,QUALIFIED
6951,19189.04183266932,16142.830677290836,0.156875,25.0762,3.8054,1.6831,10.5398,0.0,3.1337,0.9537,-2029.745,1.0,0.0,6.341579,0.96,0.1687,1.0,0.498008,QUALIFIED
6955,-10159.203580901856,16175.897877984084,0.9425,19.1009,7.2009,4.4788,28.9604,0.0086,5.8466,3.0774,-2283.6517,1.0,0.0,16.903125,0.4815,0.463,0.982095,0.0,QUALIFIED
6960,18137.878220140512,16204.349531615924,1.0675,24.3221,7.8547,4.0844,28.0798,0.0023,6.2028,2.42,-2027.5592,1.0,0.0,5.322652,0.6924,0.4124,1.0,0.333724,QUALIFIED
6979,19413.87007874016,16321.562992125986,0.079375,25.3633,2.6737,1.2306,6.5882,0.0,2.3225,0.7603,-2019.3833,1.0,0.0,6.606152,0.9332,0.2148,1.0,0.992126,QUALIFIED
6981,30295.220720720725,16232.932432432432,0.208125,34.3704,7.223,3.6569,21.713,0.0,6.4685,2.4687,-1431.15,1.0,0.0,4.741308,0.0353,0.1707,1.0,0.0,QUALIFIED
6988,23152.731939163496,16094.036121673002,0.164375,28.1971,3.538,2.7977,14.7645,0.0,3.1583,2.0921,-2076.8099,1.0,0.0,8.303049,1.0,0.0,1.0,0.365019,QUALIFIED
7009,-6923.365853658535,16011.780487804876,0.25625,17.4438,5.2215,3.3713,18.036,0.0,3.6385,1.5733,-2114.53,1.0,0.0,14.317166,0.277,0.3956,1.0,0.0,QUALIFIED
7022,20620.54147031103,16309.995758718193,0.663125,26.2912,6.9827,2.465,23.0389,0.0,5.9369,1.6123,-2030.9287,1.0,0.0,6.668021,1.0,0.0,1.0,0.952875,QUALIFIED
7023,22026.440639269407,16092.661339421617,0.410625,27.279,4.6162,2.8952,12.5363,0.0,3.8456,2.1944,-2077.5067,1.0,0.0,7.395015,0.9959,0.0542,1.0,1.0,QUALIFIED
7024,23693.623931623923,16162.358974358973,0.14625,28.6813,6.4051,2.7158,12.5086,0.0,5.1361,1.6284,-2072.1673,1.0,0.0,8.592802,1.0,0.0,1.0,0.0,QUALIFIED
7039,8640.915313225058,15910.302784222738,0.269375,18.1051,5.9919,3.4121,19.5096,0.0,5.1,2.1356,-1107.2923,1.0,0.0,3.726258,0.144,0.3136,1.0,0.0,QUALIFIED
7049,-6543.487804878052,16105.27642276423,0.15375,17.3832,4.433,1.7265,8.8613,0.0,3.5197,0.8902,-2097.1789,1.0,0.0,14.113048,0.1273,0.2521,1.0,0.0,QUALIFIED
7056,15757.284431137728,15999.452095808383,0.104375,22.4561,6.5914,3.1825,16.0348,0.0,5.961,2.3769,-1936.0168,1.0,0.0,4.89547,0.9099,0.2398,1.0,0.0,QUALIFIED
7063,9717.948275862063,16202.45402298851,0.271875,18.8932,9.3926,3.9512,21.5507,0.0,8.1851,2.4117,-1202.11,1.0,0.0,4.031129,0.3803,0.4154,1.0,0.0,QUALIFIED
7076,22992.99593495934,15782.05487804878,0.3075,27.8883,5.868,3.0788,16.5424,0.0,4.9621,2.2748,-2085.4316,1.0,0.0,7.860741,0.9976,0.0383,1.0,0.457317,QUALIFIED
7086,18763.130952380947,15742.166666666668,0.2625,24.4923,6.5237,4.3438,20.4485,0.0,4.9687,2.1884,-2020.8622,1.0,0.0,5.634991,0.8623,0.3171,1.0,0.0,QUALIFIED
7090,-8289.864270386264,15955.93186695279,1.165,17.9802,8.6568,4.4457,22.5408,0.0,7.335,3.409,-2188.6208,1.0,0.0,15.213522,0.0939,0.2517,1.0,0.0,QUALIFIED
7098,-7457.771944922548,15935.697934595526,0.363125,17.5938,5.4237,2.4771,14.5297,0.0,4.3633,1.3466,-2133.9128,1.0,0.0,14.760166,0.0887,0.2352,1.0,0.0,QUALIFIED
7099,-5003.283041212693,15636.28872572241,1.319375,16.4166,8.8014,3.3692,21.4871,0.0,7.2634,2.3045,-1975.4959,1.0,0.0,11.89204,0.1217,0.3009,1.0,0.0,QUALIFIED
7105,17136.719387755104,15716.775510204085,0.6125,23.2526,6.1123,3.7135,24.3714,0.0,4.7527,2.1016,-2011.5277,1.0,0.0,4.795962,0.7722,0.3653,1.0,0.0,QUALIFIED
7111,-17739.03383458647,15973.996240601504,0.083125,23.8707,4.4599,2.3588,12.2064,0.0,4.4353,1.8726,-2776.148,1.0,0.0,21.514951,1.0,0.0,0.947368,0.924812,QUALIFIED
7116,21288.311420982733,15886.240371845954,0.94125,26.5626,5.4355,2.4788,14.4052,0.0,4.5164,1.6503,-2041.6064,1.0,0.0,6.585685,0.8845,0.2858,1.0,0.623506,QUALIFIED
7120,-10485.5,15810.65625,0.1,18.9709,3.4915,2.1922,12.8563,0.0,3.328,2.0315,-2266.5635,1.0,0.0,17.644493,0.6617,0.3872,0.6625,0.0,QUALIFIED
7121,-6021.320783132527,15782.164156626506,0.415,16.8912,4.7952,2.2316,15.6434,0.0,3.8963,1.1519,-2070.7814,1.0,0.0,13.342531,0.1612,0.3153,1.0,0.0,QUALIFIED
7124,24827.600498930857,15664.505702067,0.876875,29.3564,9.25,4.0533,20.3722,0.0,7.851,3.0894,-2066.1246,1.0,0.0,8.429487,0.9892,0.0963,1.0,0.0,QUALIFIED
7144,-9398.701856148487,15825.441995359626,0.269375,18.4053,8.3076,4.487,25.6262,0.0023,6.7971,2.8284,-2277.3421,1.0,0.0,16.542313,0.1797,0.3532,1.0,0.0,QUALIFIED
7168,22034.321428571435,15448.37087912088,0.455,26.9104,3.8925,1.924,16.497,0.0,3.0034,1.0426,-2075.5863,1.0,0.0,6.768909,0.9348,0.2282,1.0,0.520604,QUALIFIED
7202,-3566.1725888324872,15586.79441624365,0.24625,15.989,7.9731,3.2526,19.7555,0.0,6.4159,1.9284,-1975.31,1.0,0.0,10.978616,0.3503,0.4424,1.0,0.0,QUALIFIED
7218,-7922.96621621622,15631.75,0.0925,17.5243,4.2993,2.3653,9.9452,0.0,3.5764,1.4221,-2154.7584,1.0,0.0,15.274263,0.0841,0.2413,1.0,0.0,QUALIFIED
7231,-38920.856371490285,15602.875809935204,0.289375,41.9312,8.2904,4.036,20.3256,0.0,7.9016,3.64,3472.0008,1.0,0.0,1.82363,0.0419,0.1576,0.533477,1.0,QUALIFIED
