region_id,geo_x,geo_y,area_km2,dist_from_centre_km,slope_mean_deg,slope_std_deg,slope_max_deg,pct_gt25,roughness_mean_m,roughness_std_m,elev_mean_m,lola_valid_pct,psr_fraction,dist_to_psr_km,shadow_fraction,shadow_std,dfsar_valid_pct,minirf_valid_pct,qualification_status
122,-5710.533444816057,43871.57023411372,0.186875,44.2411,5.4274,3.527,21.3257,0.0,4.3964,3.2161,-3891.8919,1.0,0.0,34.289074,1.0,0.0,0.0,1.0,QUALIFIED
123,-3357.1198224852124,43674.994575936886,1.2675,43.8033,10.5205,3.0869,25.419,0.0005,9.2171,1.8901,-3575.3405,1.0,0.0,32.77027,1.0,0.0,0.0,1.0,QUALIFIED
135,-6067.930555555555,43695.84722222222,0.225,44.1146,10.1411,3.435,19.2638,0.0,9.5475,2.7886,-3869.5239,1.0,0.0,34.088488,1.0,0.0,0.0,1.0,QUALIFIED
169,-5700.386877828052,43399.93438914027,0.138125,43.7721,6.7318,4.1838,21.816,0.0,6.6845,3.8382,-3877.4711,1.0,0.0,33.704636,1.0,0.0,0.0,1.0,QUALIFIED
270,11350.879310344826,42607.137931034486,0.18125,44.0928,6.2766,3.4999,20.6046,0.0,5.4607,2.6566,-310.3623,1.0,0.0,19.995031,0.0052,0.0575,1.0,1.0,QUALIFIED
292,11560.303237858032,42806.78891656289,0.501875,44.3399,9.1139,2.8238,21.5889,0.0,8.0967,1.8137,-343.9464,1.0,0.0,19.519381,0.0053,0.0566,1.0,1.0,QUALIFIED
362,11328.247433264893,41699.883983572894,0.304375,43.2109,5.4505,2.8561,16.6329,0.0,4.8213,2.8376,-300.8342,1.0,0.0,19.591532,0.0137,0.0912,1.0,1.0,QUALIFIED
412,11792.945692883892,41404.058052434455,0.166875,43.0504,8.7266,4.5458,24.9687,0.0,7.5058,3.0358,-367.7997,1.0,0.0,19.196696,0.5696,0.4704,1.0,1.0,QUALIFIED
450,9250.436987584922,41776.37842586086,2.668125,42.7879,10.0405,4.1331,24.6503,0.0,8.6154,3.208,-526.4165,1.0,0.0,20.517569,0.0165,0.11,1.0,1.0,QUALIFIED
459,5629.567567567567,41009.862934362936,0.32375,41.394,7.423,3.7945,21.0181,0.0,6.8146,3.4591,-1127.5012,1.0,0.0,24.667413,0.4536,0.4426,1.0,1.0,QUALIFIED
500,8656.826007326003,40971.56227106227,0.170625,41.8757,4.6931,3.1575,14.8796,0.0,4.06,2.0445,-432.7842,1.0,0.0,21.804945,0.0116,0.0752,1.0,1.0,QUALIFIED
501,12474.704081632648,40727.642857142855,0.153125,42.595,10.0486,4.3273,23.5136,0.0,8.734,2.7203,-253.6049,1.0,0.0,18.211603,0.0193,0.1092,1.0,1.0,QUALIFIED
505,12700.244680851063,40631.45744680851,0.146875,42.5698,7.5872,3.2537,16.1904,0.0,6.7737,2.1992,-282.3867,1.0,0.0,18.044823,0.3011,0.4033,1.0,1.0,QUALIFIED
532,5979.779503105587,40603.13975155279,0.100625,41.0407,6.8725,3.3336,16.7385,0.0,6.7638,2.9474,-1116.405,1.0,0.0,24.394479,0.2825,0.3944,1.0,1.0,QUALIFIED
544,8764.9052443385,40507.085220500594,0.524375,41.4441,8.5305,4.2724,19.7924,0.0,7.5022,3.6913,-455.9466,1.0,0.0,21.501352,0.0105,0.0823,1.0,1.0,QUALIFIED
590,4466.57317073171,40136.06910569106,0.15375,40.3834,8.0543,4.3664,23.9752,0.0,7.4779,3.3839,-1330.7852,1.0,0.0,25.690319,1.0,0.0,1.0,1.0,QUALIFIED
598,9244.947976878611,40008.77312138728,0.4325,41.0626,6.2027,2.3109,17.2345,0.0,5.0695,1.5273,-450.9375,1.0,0.0,20.893734,0.292,0.4093,1.0,1.0,QUALIFIED
615,-15815.18253968254,40044.01851851852,0.118125,43.0533,5.9416,2.7239,18.6436,0.0,5.6119,1.911,-956.6779,1.0,0.0,34.059599,0.2849,0.37,0.0,1.0,QUALIFIED
627,9882.648734177215,39950.1835443038,0.1975,41.154,4.2011,2.0269,10.5004,0.0,3.7116,1.1865,-462.0295,1.0,0.0,20.415879,0.2277,0.373,1.0,1.0,QUALIFIED
646,10320.21428571429,39678.78571428571,0.21875,40.9986,6.5128,3.2297,17.7623,0.0,5.5252,2.3007,-455.0002,1.0,0.0,19.915839,0.1435,0.3148,1.0,1.0,QUALIFIED
687,9944.022968197882,39443.78621908128,0.176875,40.6776,5.3263,3.0861,17.9039,0.0,4.8378,2.4913,-465.2122,1.0,0.0,20.233543,0.3768,0.4386,1.0,1.0,QUALIFIED
699,8819.950680272108,39399.05442176871,0.3675,40.3738,7.7274,4.5206,21.6938,0.0,6.4339,2.9477,-436.0203,1.0,0.0,21.18549,0.0578,0.1996,1.0,1.0,QUALIFIED
701,14212.1893939394,39186.295454545456,0.0825,41.6837,8.196,3.2427,18.98,0.0,7.9439,2.4334,125.3576,1.0,0.0,16.218836,0.0124,0.0942,1.0,1.0,QUALIFIED
703,12271.229651162786,39013.79941860465,0.215,40.8978,10.6016,3.6396,21.0857,0.0,9.5801,2.8124,-15.3451,1.0,0.0,17.892037,0.0315,0.1534,0.813953,1.0,QUALIFIED
715,9409.156153050671,39060.76370217167,1.20875,40.1777,8.2002,4.1034,28.7172,0.0026,6.7347,2.7217,-438.6342,1.0,0.0,20.155644,0.107,0.2853,1.0,1.0,QUALIFIED
749,13372.71428571429,38733.23809523809,0.42,40.9764,6.336,4.5016,22.9052,0.0,5.3946,3.7138,116.0439,1.0,0.0,16.364462,0.0363,0.1483,1.0,1.0,QUALIFIED
759,-3865.272727272728,38748.606060606064,0.0825,38.9404,3.7245,1.5531,9.4846,0.0,3.5836,1.1171,-2197.8891,1.0,0.0,28.960156,0.1955,0.3416,0.0,1.0,QUALIFIED
766,-19382.98299319728,38874.64965986395,0.091875,43.4382,7.7229,4.0602,21.251,0.0,7.2059,2.393,-1773.0318,1.0,0.0,30.759145,1.0,0.0,1.0,1.0,QUALIFIED
773,-20351.198324022345,38631.64525139665,0.111875,43.6637,8.5134,4.6268,20.4774,0.0,8.066,3.6998,-1810.2863,1.0,0.0,29.875785,1.0,0.0,1.0,1.0,QUALIFIED
804,13632.895522388062,38475.96641791045,0.1675,40.8195,5.4189,3.0478,15.238,0.0,3.8922,1.6865,123.8049,1.0,0.0,16.437856,0.193,0.3402,1.0,1.0,QUALIFIED
860,13075.457854406137,37975.595785440615,0.163125,40.1633,8.3828,3.9519,19.0289,0.0,6.9532,2.7137,79.2562,1.0,0.0,16.74164,0.2792,0.3981,0.827586,1.0,QUALIFIED
885,10219.03125,37972.375,0.08,39.323,9.3004,3.1462,16.4887,0.0,7.7202,1.4258,-280.4891,1.0,0.0,19.706614,0.0103,0.0647,1.0,1.0,QUALIFIED
886,10748.209677419356,37789.34408602151,0.58125,39.2878,8.3474,4.0858,27.6607,0.0032,6.8689,2.4265,-260.4191,1.0,0.0,18.984615,0.0154,0.1041,0.069892,1.0,QUALIFIED
902,-19308.46296296296,37788.09259259259,0.16875,42.4347,6.8499,4.0584,21.7667,0.0,5.864,3.6745,-1797.0701,1.0,0.0,29.972414,1.0,0.0,0.985185,1.0,QUALIFIED
910,-18970.7743902439,37647.45121951219,0.1025,42.1564,8.7085,3.7042,18.6185,0.0,7.0374,2.0301,-1813.0668,1.0,0.0,30.182052,1.0,0.0,0.097561,1.0,QUALIFIED
914,11557.485151933704,37346.76208563536,1.81,39.0939,10.6846,4.2472,27.3891,0.0014,9.135,2.8847,-138.3762,1.0,0.0,17.317116,0.0044,0.0542,0.0,1.0,QUALIFIED
926,14755.316326530614,37654.37755102041,0.153125,40.4419,8.1953,3.7695,21.2391,0.0,8.3905,3.1279,-52.206,1.0,0.0,14.959048,0.3146,0.4217,1.0,1.0,QUALIFIED
969,10127.78719723184,37610.79411764706,0.180625,38.9502,6.2226,3.5463,18.508,0.0,5.3675,1.9457,-239.5037,1.0,0.0,19.682876,0.0728,0.2106,0.238754,1.0,QUALIFIED
977,7089.787769784176,37642.40647482014,0.17375,38.3039,7.3275,2.8885,14.4624,0.0,6.6947,1.9201,-630.9158,1.0,0.0,22.723295,0.0475,0.1649,1.0,1.0,QUALIFIED
1047,2464.205882352937,37093.049019607846,0.159375,37.1743,4.3027,2.421,11.7223,0.0,3.8279,2.1245,-403.1106,1.0,0.0,25.475589,0.0905,0.256,1.0,1.0,QUALIFIED
1057,-17650.86525974026,36985.280844155845,0.385,40.9806,7.3916,4.1723,21.4083,0.0,6.7486,3.95,-1505.4709,1.0,0.0,30.549601,0.1048,0.2545,0.0,1.0,QUALIFIED
1076,9476.166666666664,36742.74489795919,0.459375,37.9447,9.8352,4.5429,24.0188,0.0,8.5543,3.1107,-53.2227,1.0,0.0,19.927431,0.0054,0.0501,0.029932,1.0,QUALIFIED
1118,-21065.102272727272,36748.85227272727,0.275,42.3575,6.9991,3.843,22.4769,0.0,6.296,3.8811,-2348.3554,1.0,0.0,27.93253,1.0,0.0,1.0,1.0,QUALIFIED
1124,11146.511494252874,36711.41954022989,0.271875,38.366,8.1227,3.7757,21.684,0.0,6.8475,2.4568,-128.5315,1.0,0.0,18.450694,0.054,0.2033,0.0,1.0,QUALIFIED
1125,-20715.90404040404,36815.52525252525,0.12375,42.243,6.6069,3.5152,17.7773,0.0,6.756,3.3217,-2333.3895,1.0,0.0,28.314142,1.0,0.0,1.0,1.0,QUALIFIED
1131,15024.232620320858,36586.46256684492,0.23375,39.5509,8.1017,4.2654,21.8649,0.0,7.951,3.9861,-30.3201,1.0,0.0,14.698235,0.0354,0.1368,1.0,1.0,QUALIFIED
1133,-24768.31045751633,36139.797385620914,0.3825,43.812,8.5658,3.943,22.36,0.0,7.7627,3.0807,-1312.8916,1.0,0.0,24.847057,0.0263,0.1276,1.0,1.0,QUALIFIED
1159,12855.984375,36758.703125,0.2,38.9417,7.9836,4.3258,27.5229,0.0031,6.7757,2.4579,32.064,1.0,0.0,16.836307,0.0301,0.1361,0.0,1.0,QUALIFIED
1179,-23363.774336283182,36129.99852507375,0.42375,43.0254,9.9041,3.5594,18.7642,0.0,8.7619,2.8647,-1463.19,1.0,0.0,25.689456,0.2949,0.4437,1.0,1.0,QUALIFIED
1191,12543.071428571437,36321.80952380953,0.13125,38.4263,4.4819,1.9974,9.3548,0.0,3.5978,1.173,52.9354,1.0,0.0,17.117243,0.181,0.3362,0.0,1.0,QUALIFIED
1203,12867.320512820515,36054.08974358974,0.24375,38.2811,5.8618,3.5253,22.4174,0.0,4.2468,1.4746,33.6702,1.0,0.0,16.692532,0.3066,0.3843,0.0,1.0,QUALIFIED
1204,14652.22108843537,36151.35034013605,0.091875,39.0075,10.3306,4.5106,20.1632,0.0,9.7822,3.8232,-33.9812,1.0,0.0,15.042315,0.0582,0.1953,1.0,1.0,QUALIFIED
1218,10035.257575757576,36381.66477272727,1.65,37.74,10.1135,4.7109,27.6972,0.0019,8.7696,3.6583,-62.1295,1.0,0.0,19.169393,0.0295,0.1356,0.005303,1.0,QUALIFIED
1237,-23272.77011494253,35843.45977011494,0.10875,42.7354,9.7723,2.0867,15.7082,0.0,8.4659,1.0165,-1421.951,1.0,0.0,25.865095,0.0,0.0,1.0,1.0,QUALIFIED
1252,11244.515197568384,36293.828267477205,1.028125,37.9955,11.3303,4.707,27.5789,0.0134,9.6169,3.6739,-60.9915,1.0,0.0,17.768652,0.0405,0.1741,0.0,1.0,QUALIFIED
1262,12048.825726141084,35716.63070539419,0.90375,37.6939,9.8409,4.3452,25.7732,0.0007,8.449,3.3684,-8.6165,1.0,0.0,17.018813,0.0475,0.1788,0.0,1.0,QUALIFIED
1292,12682.788043478264,35516.158967391304,0.46,37.7124,9.3529,3.1188,19.7252,0.0,7.8659,2.1064,-0.3001,1.0,0.0,16.734564,0.2167,0.3386,0.0,1.0,QUALIFIED
1313,1609.5374064837888,35333.85411471322,2.005,35.37,9.9117,4.713,28.3187,0.0044,8.4983,3.6265,-605.5783,1.0,0.0,22.91356,0.523,0.4779,1.0,1.0,QUALIFIED
1320,7320.94351464435,35816.08577405858,0.149375,36.5563,9.4385,3.5627,20.3671,0.0,8.808,3.229,-594.7406,1.0,0.0,22.312903,0.9446,0.2059,0.983264,1.0,QUALIFIED
1337,-16054.987179487176,35378.86538461538,0.0975,38.8507,9.5628,4.9089,24.3157,0.0,8.6618,3.3396,-975.9956,1.0,0.0,30.96605,0.1423,0.303,0.0,1.0,QUALIFIED
1345,11106.691780821917,35432.520547945205,0.09125,37.1322,9.0936,4.0011,18.8215,0.0,7.422,1.9228,-73.8655,1.0,0.0,18.532674,0.5879,0.4222,0.0,1.0,QUALIFIED
1482,14924.106299212595,34786.32677165354,0.079375,37.8523,6.1251,3.0902,16.074,0.0,6.5273,2.5965,-218.6674,1.0,0.0,14.681898,0.2866,0.3888,1.0,1.0,QUALIFIED
1484,-23660.04457364341,34618.47480620155,0.3225,41.9306,7.8066,3.7356,18.9041,0.0,6.776,2.9425,-1389.4171,1.0,0.0,24.396824,0.3268,0.4153,1.0,1.0,QUALIFIED
1532,312.2536231884078,34582.60144927536,0.215625,34.5835,5.0418,2.1992,15.4384,0.0,4.6375,1.7112,-623.9014,1.0,0.0,23.387724,0.0878,0.2265,1.0,1.0,QUALIFIED
1569,-15974.436170212768,34237.73404255319,0.088125,37.7803,6.406,3.1069,17.455,0.0,5.6439,2.0251,-1034.7163,1.0,0.0,30.40849,0.5262,0.4062,0.0,1.0,QUALIFIED
1622,-22267.55426356589,33852.63178294574,0.080625,40.519,12.9704,4.7559,22.8223,0.0,9.3005,1.4603,-1330.9197,1.0,0.0,25.266641,0.142,0.3097,0.635659,1.0,QUALIFIED
1625,-27404.162109375,33888.0,0.32,43.5812,5.0229,2.5333,15.5985,0.0,4.119,1.798,-1261.6539,1.0,0.0,21.34596,0.2021,0.3581,1.0,1.0,QUALIFIED
1632,-127.574898785424,34056.47165991903,0.92625,34.0562,8.743,4.3898,29.0287,0.0054,7.3209,3.1401,-597.7079,1.0,0.0,22.776701,0.0672,0.2197,1.0,1.0,QUALIFIED
1660,-29031.84796238245,33910.923197492164,0.199375,44.6401,6.2364,4.8964,24.0016,0.0,4.4942,2.7126,-1308.83,1.0,0.0,20.537101,0.1263,0.2991,1.0,1.0,QUALIFIED
1688,-28000.70718232044,33717.35082872928,0.22625,43.8274,4.8644,2.3091,12.9758,0.0,3.9292,1.2305,-1266.4264,1.0,0.0,21.034629,0.2006,0.3559,1.0,1.0,QUALIFIED
1695,-27392.924242424244,33199.76470588235,0.70125,43.0411,9.6925,3.8606,26.3363,0.0027,8.1631,2.379,-1211.3407,1.0,0.0,20.758688,0.0207,0.1182,1.0,1.0,QUALIFIED
1708,-858.327788649709,33506.126223091975,0.319375,33.5166,7.0943,3.7164,23.2115,0.0,6.0061,2.7168,-522.905,1.0,0.0,22.796888,0.0512,0.1876,1.0,1.0,QUALIFIED
1723,-24977.714022140222,33268.950184501846,0.169375,41.6011,6.3924,3.0154,18.1419,0.0,4.8275,1.2317,-1169.5007,1.0,0.0,22.805537,0.3824,0.4373,1.0,1.0,QUALIFIED
1742,-21143.113887660325,33110.37394957983,1.413125,39.2845,7.501,3.7628,28.6115,0.0027,6.0898,2.0438,-1220.8308,1.0,0.0,24.692762,0.0362,0.1596,0.0,1.0,QUALIFIED
1750,-22216.84615384616,33564.92307692308,0.14625,40.2509,10.1921,3.6787,20.8798,0.0,8.3814,1.5002,-1291.3304,1.0,0.0,25.025912,0.0855,0.2429,0.123932,1.0,QUALIFIED
1757,-22852.73953261928,32882.19425511198,0.641875,40.0429,9.3756,4.5497,23.5373,0.0,7.4687,2.812,-1200.8258,1.0,0.0,23.837274,0.1214,0.2709,0.359299,1.0,QUALIFIED
1771,-24559.33233532934,33166.21856287425,0.104375,41.2686,5.561,3.2565,14.1112,0.0,4.1364,1.5341,-1176.1868,1.0,0.0,23.006045,0.1794,0.3212,1.0,1.0,QUALIFIED
1772,-23811.229991204928,33443.68381706245,0.710625,41.0536,9.7097,4.4393,23.5946,0.0,7.6868,2.5465,-1190.5251,1.0,0.0,23.372045,0.1398,0.3012,1.0,1.0,QUALIFIED
1777,-28585.117400419287,33396.96226415094,0.59625,43.9591,7.7144,4.3188,25.4894,0.001,6.2136,2.7529,-1311.5736,1.0,0.0,20.128167,0.2013,0.3544,1.0,1.0,QUALIFIED
1779,-26884.04271356784,33162.30904522613,0.124375,42.6899,7.0013,3.2007,16.2905,0.0,6.1866,2.5744,-1177.3258,1.0,0.0,21.44356,0.1528,0.3074,1.0,1.0,QUALIFIED
1780,-22416.801546391755,33335.35824742268,0.2425,40.1709,8.1669,4.4276,23.961,0.0,6.0995,2.1566,-1260.2223,1.0,0.0,24.673531,0.1645,0.3217,0.275773,1.0,QUALIFIED
1790,-297.42488262910774,33060.312206572766,0.665625,33.0611,9.9798,4.8162,25.8807,0.0019,8.1366,3.3705,-542.6155,1.0,0.0,21.741234,0.4266,0.4701,1.0,1.0,QUALIFIED
1814,-17848.9375,32989.5625,0.08,37.5079,6.1327,3.0138,15.056,0.0,5.3505,2.0172,-1193.995,1.0,0.0,28.114242,0.9541,0.1628,0.0,1.0,QUALIFIED
1826,-18057.605263157893,33095.36842105263,0.11875,37.7005,9.17,3.5005,19.8816,0.0,7.9114,2.0751,-1159.9436,1.0,0.0,27.937933,0.6082,0.4406,0.0,1.0,QUALIFIED
1847,-25896.42776203966,33361.968029138,3.08875,42.2325,8.4677,3.7069,23.6679,0.0,7.0769,2.5941,-1198.1245,1.0,0.0,21.354625,0.2587,0.4061,1.0,1.0,QUALIFIED
1861,731.770916334659,33000.71912350597,1.56875,33.0083,11.3155,4.8883,25.8185,0.0008,9.876,3.8845,-545.1706,1.0,0.0,21.361472,0.0721,0.227,1.0,1.0,QUALIFIED
1901,-29580.919847328245,33013.6679389313,0.409375,44.3269,5.8452,4.4281,26.6163,0.0031,4.9073,2.3538,-1373.5559,1.0,0.0,19.280252,0.7638,0.3606,1.0,1.0,QUALIFIED
1938,-19164.136363636364,32543.539772727272,0.11,37.7663,5.3589,2.9307,13.5432,0.0,4.5115,1.3976,-997.5216,1.0,0.0,26.815539,0.1359,0.2963,0.0,1.0,QUALIFIED
1979,-25588.57339449541,32393.733944954125,0.13625,41.2804,9.7144,3.8667,19.3758,0.0,7.1259,1.6067,-1221.9338,1.0,0.0,21.692582,0.8369,0.3353,1.0,1.0,QUALIFIED
1995,-27183.69672131148,32395.66393442623,0.190625,42.2892,9.2073,3.7252,18.9693,0.0,7.0207,1.7318,-1119.3697,1.0,0.0,20.56315,0.0746,0.2321,1.0,1.0,QUALIFIED
2004,-21535.94776119403,32172.88805970149,0.08375,38.7148,8.4315,3.0949,17.2858,0.0,7.846,2.285,-1145.8248,1.0,0.0,24.707008,0.0179,0.1018,0.0,1.0,QUALIFIED
2006,4101.5833333333285,32381.8286163522,0.3975,32.6401,7.6326,4.0056,20.2407,0.0,6.8106,3.2705,-1264.6079,1.0,0.0,20.415588,1.0,0.0,0.339623,1.0,QUALIFIED
2015,-27927.60389610389,32449.00649350649,1.203125,42.8115,8.6952,3.5924,28.0655,0.0026,7.4008,2.3994,-1218.6738,1.0,0.0,19.614296,0.0352,0.1536,1.0,1.0,QUALIFIED
2046,-26088.47619047619,32024.904761904763,0.13125,41.3055,9.406,4.7661,21.1352,0.0,8.4215,3.222,-1174.2004,1.0,0.0,21.107878,0.8065,0.3397,1.0,1.0,QUALIFIED
2138,-3302.4867549668925,31640.235099337748,0.094375,31.8116,7.7436,3.4535,15.5721,0.0,7.3715,2.6595,-657.524,1.0,0.0,22.131115,0.5494,0.4705,1.0,1.0,QUALIFIED
2227,-26623.80013736264,31968.528846153844,0.91,41.6023,8.5921,4.1299,22.2239,0.0,7.2343,2.9161,-1136.1802,1.0,0.0,20.09958,0.5792,0.4648,1.0,1.0,QUALIFIED
2253,1146.4945355191303,31479.7349726776,0.114375,31.5001,5.8228,3.1747,16.9112,0.0,5.1305,2.3482,-873.5451,1.0,0.0,20.402206,0.984,0.1018,1.0,1.0,QUALIFIED
2262,8846.75433526012,31351.65606936416,0.108125,32.5756,10.1557,3.5544,17.5363,0.0,9.3523,2.5126,-2002.6173,1.0,0.0,19.329673,1.0,0.0,0.0,1.0,QUALIFIED
2271,1426.3115942028962,31365.17391304348,0.08625,31.3971,4.4242,2.3732,14.5647,0.0,3.6656,1.3213,-881.4223,1.0,0.0,20.134004,0.998,0.0238,1.0,1.0,QUALIFIED
2298,-25591.40909090909,31093.897129186604,0.653125,40.2703,10.9836,4.5445,27.6721,0.001,9.0287,2.8812,-1328.837,1.0,0.0,20.648017,0.994,0.0626,1.0,1.0,QUALIFIED
2324,-19795.564205457464,31229.35232744784,0.389375,36.9741,8.0219,4.2081,23.0647,0.0,6.7504,2.5943,-926.8099,1.0,0.0,25.257128,0.1172,0.3022,0.0,1.0,QUALIFIED
2378,1058.8243243243269,31019.37387387388,0.346875,31.037,5.6665,3.5416,18.8775,0.0,4.6721,2.6993,-868.4288,1.0,0.0,19.757166,0.864,0.3118,0.886486,1.0,QUALIFIED
2380,8878.996402877703,30726.57913669065,0.086875,31.9834,4.6122,2.0688,12.1011,0.0,3.8638,1.0918,-2076.663,1.0,0.0,18.677828,1.0,0.0,0.0,1.0,QUALIFIED
2381,10444.196969696975,30853.330940988835,0.391875,32.5728,8.6117,4.5086,26.3853,0.0032,6.6057,3.1574,-2027.7992,1.0,0.0,18.565156,1.0,0.0,0.0,1.0,QUALIFIED
2382,11164.820665083142,30616.71140142518,0.52625,32.5886,7.3687,3.9588,24.5034,0.0,6.2479,2.7437,-2043.1352,1.0,0.0,18.203108,1.0,0.0,0.0,1.0,QUALIFIED
2408,8434.541716328968,31014.95172824792,0.524375,32.141,9.7236,3.1791,23.0963,0.0,8.6925,2.2485,-2020.8572,1.0,0.0,18.731024,1.0,0.0,0.0,1.0,QUALIFIED
2421,-27929.85393258427,30481.960674157304,0.11125,41.3421,8.2918,4.6426,20.4872,0.0,7.4909,3.9261,-1062.2283,1.0,0.0,18.632264,0.7092,0.4251,1.0,1.0,QUALIFIED
2429,1621.6631205673766,30771.776595744683,0.088125,30.814,7.8792,4.6701,25.2012,0.0071,7.4997,3.0353,-950.4255,1.0,0.0,19.539591,0.9898,0.0535,0.0,1.0,QUALIFIED
2438,683.9276094276065,30549.95286195286,0.37125,30.5571,8.135,3.2942,26.449,0.0034,6.9017,2.0077,-820.5672,1.0,0.0,19.424871,0.5273,0.4425,0.464646,1.0,QUALIFIED
2470,-27490.96976241901,31210.624190064795,1.1575,41.5908,8.8025,4.1535,25.9814,0.0005,7.248,2.7001,-1109.2121,1.0,0.0,18.64995,0.2083,0.3754,1.0,1.0,QUALIFIED
2528,9591.39453125,30445.32421875,0.16,31.9201,6.171,3.1506,15.9481,0.0,5.1283,2.1029,-2061.1452,1.0,0.0,18.350272,1.0,0.0,0.0,1.0,QUALIFIED
2529,11505.588560885612,30346.164206642068,0.169375,32.4538,6.7443,3.4717,21.0973,0.0,5.822,2.5892,-2059.805,1.0,0.0,18.3228,1.0,0.0,0.0,1.0,QUALIFIED
2532,-12229.379310344826,30235.15517241379,0.18125,32.6141,6.5035,2.8245,14.0391,0.0,6.1085,2.5686,-2747.4676,1.0,0.0,26.36239,0.5862,0.468,1.0,1.0,QUALIFIED
2557,9102.3801843318,30044.62442396313,0.135625,31.3929,5.8999,4.0193,18.1943,0.0,4.6589,1.5982,-2084.9224,1.0,0.0,17.925,1.0,0.0,0.0,1.0,QUALIFIED
2595,8447.57692307693,29936.35164835165,0.11375,31.1051,8.7427,4.4704,23.1336,0.0,6.8855,2.1924,-2101.6547,1.0,0.0,17.891793,1.0,0.0,0.0,1.0,QUALIFIED
2606,15560.550724637673,29909.557971014496,0.08625,33.715,6.9454,3.1201,16.317,0.0,7.0276,2.7619,-1051.4104,1.0,0.0,14.606933,0.1687,0.3321,0.0,1.0,QUALIFIED
2607,15792.319148936163,30096.909574468085,0.1175,33.9883,6.8225,3.3541,15.2282,0.0,5.2868,2.1061,-1036.6668,1.0,0.0,14.295301,0.1079,0.2542,0.0,1.0,QUALIFIED
2644,-2536.850574712648,30036.56321839081,0.10875,30.143,8.0399,3.6514,19.4025,0.0,7.4533,2.4774,-1192.0885,1.0,0.0,20.476587,0.2674,0.3778,1.0,1.0,QUALIFIED
2672,8832.936213991772,29749.779835390946,0.151875,31.033,6.7197,4.3541,18.4553,0.0,4.9013,1.8818,-2094.9671,1.0,0.0,17.658567,1.0,0.0,0.0,1.0,QUALIFIED
2686,9524.246835443031,30016.19620253165,0.246875,31.4907,8.3764,4.286,25.7687,0.0025,6.3201,1.9333,-2084.4564,1.0,0.0,17.827121,1.0,0.0,0.0,1.0,QUALIFIED
2721,12632.800970873788,29515.20873786408,0.321875,32.1048,7.3963,3.3063,23.3455,0.0,6.2588,1.7663,-2078.5836,1.0,0.0,17.352593,1.0,0.0,0.0,1.0,QUALIFIED
2774,12074.357954545449,29606.25284090909,0.22,31.9735,6.5498,4.3335,23.4493,0.0,5.2724,3.5131,-2093.1851,1.0,0.0,17.577151,1.0,0.0,0.0,1.0,QUALIFIED
2786,7523.693548387098,29407.274193548383,0.096875,30.3541,5.9714,2.7412,17.4207,0.0,5.1142,1.7017,-2157.4857,1.0,0.0,17.350018,1.0,0.0,0.0,1.0,QUALIFIED
2793,9793.422018348618,29472.174311926603,0.2725,31.0564,8.6491,4.1982,25.597,0.0023,7.2633,2.7378,-2083.6433,1.0,0.0,17.314156,1.0,0.0,0.0,1.0,QUALIFIED
2804,9000.39820359282,29477.071856287424,0.20875,30.8202,5.1317,2.7439,16.3138,0.0,3.8111,1.3903,-2100.6264,1.0,0.0,17.30652,1.0,0.0,0.0,1.0,QUALIFIED
2848,12186.369747899167,29163.52521008403,0.14875,31.607,5.7248,4.7904,25.4925,0.0042,5.9701,4.7997,-2095.4777,1.0,0.0,17.25355,1.0,0.0,0.0,1.0,QUALIFIED
2853,491.4851380042455,29186.646496815287,0.294375,29.1903,8.0215,3.6186,19.3238,0.0,6.947,2.5617,-576.6419,1.0,0.0,18.112375,0.0327,0.1343,0.0,1.0,QUALIFIED
2924,9090.93081761006,29116.616352201258,0.19875,30.5025,6.9359,3.1795,16.5242,0.0,5.6521,1.6044,-2111.0336,1.0,0.0,16.90416,1.0,0.0,0.0,1.0,QUALIFIED
2946,7103.210644677667,29115.45502248876,0.416875,29.969,7.5834,4.8741,23.1383,0.0,6.0224,3.0782,-2176.0519,1.0,0.0,16.786639,1.0,0.0,0.0,1.0,QUALIFIED
2954,6245.367052023117,28405.58670520231,0.540625,29.0837,9.4627,4.7957,27.7527,0.0035,8.2087,4.0735,-2148.3484,1.0,0.0,15.83345,1.0,0.0,0.0,1.0,QUALIFIED
2971,13339.606951871654,28577.23796791444,0.116875,31.5371,4.9348,2.5047,15.4791,0.0,4.1789,1.7469,-2130.2338,1.0,0.0,16.706679,1.0,0.0,0.0,1.0,QUALIFIED
2986,8101.732142857145,28754.183035714286,0.14,29.8734,7.3473,4.0089,19.096,0.0,5.8578,2.0712,-2154.2193,1.0,0.0,16.611762,1.0,0.0,0.0,1.0,QUALIFIED
3025,291.82456140350405,28856.530701754386,0.1425,28.8575,9.406,3.6931,18.6253,0.0,8.1962,2.5063,-586.686,1.0,0.0,18.026404,0.1218,0.2851,0.0,1.0,QUALIFIED
3026,11088.179245283012,28732.84501347709,0.231875,30.7978,7.5674,4.7861,29.2695,0.0108,6.5744,3.3893,-2132.9185,1.0,0.0,16.575773,1.0,0.0,0.0,1.0,QUALIFIED
3039,8525.016224188788,28616.797935103245,0.211875,29.8593,6.1812,3.9173,19.8578,0.0,5.1775,2.9457,-2133.0041,1.0,0.0,16.490944,1.0,0.0,0.0,1.0,QUALIFIED
